"year","source","target","type","distance"
1972,"France","Chad","supportive",100
1972,"Myanmar (Burma)","CPA","opposing",50
1972,"Myanmar (Burma)","CPB","opposing",50
1972,"Philippines","CPP","opposing",50
1972,"Ethiopia","ELF","opposing",50
1972,"Guatemala","FAR I","opposing",50
1972,"Guatemala","FAR II","opposing",50
1972,"Colombia","FARC","opposing",50
1972,"Chad","First Liberation Army","opposing",50
1972,"France","First Liberation Army","opposingdirected",200
1972,"Portugal","FNLA","opposing",50
1972,"Portugal","Frelimo","opposing",50
1972,"Uganda","Kikosi Maalum","opposing",50
1972,"Myanmar (Burma)","KIO","opposing",50
1972,"Myanmar (Burma)","KNU","opposing",50
1972,"Myanmar (Burma)","KNUP","opposing",50
1972,"Cambodia (Kampuchea)","KR","opposing",50
1972,"North Vietnam","KR","supportive",100
1972,"South Vietnam","KR","opposingdirected",200
1972,"United States of America","KR","opposingdirected",200
1972,"North Vietnam","Laos","opposingdirected",200
1972,"South Vietnam","Laos","supportive",100
1972,"United States of America","Laos","supportive",100
1972,"El Salvador","Military faction (forces of Benjamin Mejia)","opposing",50
1972,"Uruguay","MLN/Tupamaros","opposing",50
1972,"Philippines","MNLF","opposing",50
1972,"Portugal","MPLA","opposing",50
1972,"Israel","Non PLO groups","opposing",50
1972,"Australia","North Vietnam","opposingdirected",200
1972,"New Zealand","North Vietnam","opposingdirected",200
1972,"North Korea","North Vietnam","supportive",100
1972,"South Korea","North Vietnam","opposingdirected",200
1972,"Thailand","North Vietnam","opposingdirected",200
1972,"United States of America","North Vietnam","opposingdirected",200
1972,"United Kingdom","Oman","supportive",100
1972,"Portugal","PAIGC","opposing",50
1972,"Laos","Pathet Lao","opposing",50
1972,"North Vietnam","Pathet Lao","supportive",100
1972,"South Vietnam","Pathet Lao","opposingdirected",200
1972,"United States of America","Pathet Lao","opposingdirected",200
1972,"Oman","PFLO","opposing",50
1972,"United Kingdom","PFLO","opposingdirected",200
1972,"United Kingdom","PIRA","opposing",50
1972,"Israel","PLO","opposing",50
1972,"Australia","South Vietnam","supportive",100
1972,"New Zealand","South Vietnam","supportive",100
1972,"North Korea","South Vietnam","opposingdirected",200
1972,"North Vietnam","South Vietnam","opposing",50
1972,"South Korea","South Vietnam","supportive",100
1972,"Thailand","South Vietnam","supportive",100
1972,"United States of America","South Vietnam","supportive",100
1972,"North Yemen","South Yemen","opposing",50
1972,"Myanmar (Burma)","SSA","opposing",50
1972,"South Africa","SWAPO","opposing",50
1973,"North Vietnam","Cambodia (Kampuchea)","opposingdirected",200
1973,"South Vietnam","Cambodia (Kampuchea)","supportive",100
1973,"United States of America","Cambodia (Kampuchea)","supportive",100
1973,"Myanmar (Burma)","CPA","opposing",50
1973,"Myanmar (Burma)","CPB","opposing",50
1973,"Philippines","CPP","opposing",50
1973,"Ethiopia","ELF","opposing",50
1973,"Colombia","ELN","opposing",50
1973,"Ethiopia","EPLF","opposing",50
1973,"Guatemala","FAR I","opposing",50
1973,"Guatemala","FAR II","opposing",50
1973,"Portugal","FNLA","opposing",50
1973,"Portugal","Frelimo","opposing",50
1973,"Egypt","Israel","opposing",50
1973,"Iraq","KDP","opposing",50
1973,"Myanmar (Burma)","KIO","opposing",50
1973,"Myanmar (Burma)","KNU","opposing",50
1973,"Myanmar (Burma)","KNUP","opposing",50
1973,"Cambodia (Kampuchea)","KR","opposing",50
1973,"North Vietnam","KR","supportive",100
1973,"South Vietnam","KR","opposingdirected",200
1973,"United States of America","KR","opposingdirected",200
1973,"North Vietnam","Laos","opposingdirected",200
1973,"South Vietnam","Laos","supportive",100
1973,"United States of America","Laos","supportive",100
1973,"Myanmar (Burma)","LNUP","opposing",50
1973,"Chile","Military faction (forces of Augusto Pinochet","opposing",50
1973,"Philippines","MNLF","opposing",50
1973,"Portugal","MPLA","opposing",50
1973,"Israel","Non PLO groups","opposing",50
1973,"North Korea","North Vietnam","supportive",100
1973,"South Korea","North Vietnam","opposingdirected",200
1973,"United States of America","North Vietnam","opposingdirected",200
1973,"Iran","Oman","supportive",100
1973,"South Yemen","Oman","opposingdirected",200
1973,"United Kingdom","Oman","supportive",100
1973,"Portugal","PAIGC","opposing",50
1973,"Laos","Pathet Lao","opposing",50
1973,"North Vietnam","Pathet Lao","supportive",100
1973,"South Vietnam","Pathet Lao","opposingdirected",200
1973,"United States of America","Pathet Lao","opposingdirected",200
1973,"Iran","PFLO","opposingdirected",200
1973,"Oman","PFLO","opposing",50
1973,"South Yemen","PFLO","supportive",100
1973,"United Kingdom","PFLO","opposingdirected",200
1973,"United Kingdom","PIRA","opposing",50
1973,"Israel","PLO","opposing",50
1973,"Myanmar (Burma)","RPF","opposing",50
1973,"North Korea","South Vietnam","opposingdirected",200
1973,"North Vietnam","South Vietnam","opposing",50
1973,"South Korea","South Vietnam","supportive",100
1973,"United States of America","South Vietnam","supportive",100
1973,"Myanmar (Burma)","SSA","opposing",50
1973,"South Africa","SWAPO","opposing",50
1973,"Israel","Syria","opposing",50
1973,"Chile","Toribio Merino and Leigh Guzman)","opposing",50
1973,"Zimbabwe (Rhodesia)","ZANU","opposing",50
1973,"Zimbabwe (Rhodesia)","ZAPU","opposing",50
1974,"Pakistan","BLF","opposing",50
1974,"North Vietnam","Cambodia (Kampuchea)","opposingdirected",200
1974,"Myanmar (Burma)","CPB","opposing",50
1974,"Malaysia","CPM","opposing",50
1974,"Philippines","CPP","opposing",50
1974,"Thailand","CPT","opposing",50
1974,"Ethiopia","ELF","opposing",50
1974,"Argentina","ERP","opposing",50
1974,"Guatemala","FAR I","opposing",50
1974,"Guatemala","FAR II","opposing",50
1974,"Colombia","FARC","opposing",50
1974,"Portugal","FNLA","opposing",50
1974,"Portugal","Frelimo","opposing",50
1974,"Iran","Iraq","opposing",50
1974,"Iraq","KDP","opposing",50
1974,"Myanmar (Burma)","KIO","opposing",50
1974,"Myanmar (Burma)","KNU","opposing",50
1974,"Myanmar (Burma)","KNUP","opposing",50
1974,"Cambodia (Kampuchea)","KR","opposing",50
1974,"North Vietnam","KR","supportive",100
1974,"Myanmar (Burma)","LNUP","opposing",50
1974,"Uganda","Military faction (forces of Charles Arube)","opposing",50
1974,"Philippines","MNLF","opposing",50
1974,"Portugal","MPLA","opposing",50
1974,"North Korea","North Vietnam","supportive",100
1974,"Iran","Oman","supportive",100
1974,"South Yemen","Oman","opposingdirected",200
1974,"United Kingdom","Oman","supportive",100
1974,"Iran","PFLO","opposingdirected",200
1974,"Oman","PFLO","opposing",50
1974,"South Yemen","PFLO","supportive",100
1974,"United Kingdom","PFLO","opposingdirected",200
1974,"United Kingdom","PIRA","opposing",50
1974,"Israel","PLO ","opposing",50
1974,"Israel","Rejectionist Front","opposing",50
1974,"Myanmar (Burma)","RPF","opposing",50
1974,"North Korea","South Vietnam","opposingdirected",200
1974,"North Vietnam","South Vietnam","opposing",50
1974,"South Africa","SWAPO","opposing",50
1974,"Cyprus","Turkey","opposing",50
1974,"China","Vietnam","opposing",50
1974,"Zimbabwe (Rhodesia)","ZANU","opposing",50
1974,"Zimbabwe (Rhodesia)","ZAPU","opposing",50
1975,"Ethiopia","ALF","opposing",50
1975,"Cuba","Angola","supportive",100
1975,"DR Congo (Zaire)","Angola","opposingdirected",200
1975,"South Africa","Angola","opposingdirected",200
1975,"Pakistan","BLF","opposing",50
1975,"North Vietnam","Cambodia (Kampuchea)","opposingdirected",200
1975,"Myanmar (Burma)","CPB","opposing",50
1975,"Malaysia","CPM","opposing",50
1975,"Philippines","CPP","opposing",50
1975,"Thailand","CPT","opposing",50
1975,"Guatemala","EGP","opposing",50
1975,"Ethiopia","ELF","opposing",50
1975,"Ethiopia","EPLF","opposing",50
1975,"Argentina","ERP","opposing",50
1975,"Guatemala","FAR II","opposing",50
1975,"Colombia","FARC","opposing",50
1975,"Angola","FNLA","opposing",50
1975,"Cuba","FNLA","opposingdirected",200
1975,"DR Congo (Zaire)","FNLA","supportive",100
1975,"South Africa","FNLA","supportive",100
1975,"Indonesia","Fretilin","opposing",50
1975,"Bangladesh","JSS/SB","opposing",50
1975,"Iraq","KDP","opposing",50
1975,"Myanmar (Burma)","KIO","opposing",50
1975,"Myanmar (Burma)","KNU","opposing",50
1975,"Myanmar (Burma)","KNUP","opposing",50
1975,"Cambodia (Kampuchea)","KR","opposing",50
1975,"North Vietnam","KR","supportive",100
1975,"Lebanon","LNM","opposing",50
1975,"Myanmar (Burma)","LNUP","opposing",50
1975,"Philippines","MNLF","opposing",50
1975,"Argentina","Montoneros","opposing",50
1975,"North Korea","North Vietnam","supportive",100
1975,"Iran","Oman","supportive",100
1975,"Jordan","Oman","supportive",100
1975,"South Yemen","Oman","opposingdirected",200
1975,"United Kingdom","Oman","supportive",100
1975,"Iran","PFLO","opposingdirected",200
1975,"Jordan","PFLO","opposingdirected",200
1975,"Oman","PFLO","opposing",50
1975,"South Yemen","PFLO","supportive",100
1975,"United Kingdom","PFLO","opposingdirected",200
1975,"United Kingdom","PIRA","opposing",50
1975,"Israel","PLO ","opposing",50
1975,"Mauritania","POLISARIO","opposing",50
1975,"Morocco","POLISARIO","opposing",50
1975,"Israel","Rejectionist Front","opposing",50
1975,"Myanmar (Burma)","RPF","opposing",50
1975,"North Korea","South Vietnam","opposingdirected",200
1975,"North Vietnam","South Vietnam","opposing",50
1975,"South Africa","SWAPO","opposing",50
1975,"Angola","UNITA","opposing",50
1975,"Cuba","UNITA","opposingdirected",200
1975,"DR Congo (Zaire)","UNITA","supportive",100
1975,"South Africa","UNITA","supportive",100
1975,"Cambodia (Kampuchea)","Vietnam","opposing",50
1975,"South Africa","ZANU","opposingdirected",200
1975,"Zimbabwe (Rhodesia)","ZANU","opposing",50
1975,"South Africa","Zimbabwe (Rhodesia)","supportive",100
1976,"Ethiopia","ALF","opposing",50
1976,"Cuba","Angola","supportive",100
1976,"South Africa","Angola","opposingdirected",200
1976,"Pakistan","BLF","opposing",50
1976,"Myanmar (Burma)","CPB","opposing",50
1976,"Philippines","CPP","opposing",50
1976,"Thailand","CPT","opposing",50
1976,"Guatemala","EGP","opposing",50
1976,"Ethiopia","ELF","opposing",50
1976,"Ethiopia","EPLF","opposing",50
1976,"Ethiopia","EPRP","opposing",50
1976,"Argentina","ERP","opposing",50
1976,"Chad","FAN","opposing",50
1976,"Guatemala","FAR II","opposing",50
1976,"Colombia","FARC","opposing",50
1976,"Angola","FNLA","opposing",50
1976,"Cuba","FNLA","opposingdirected",200
1976,"South Africa","FNLA","supportive",100
1976,"Indonesia","Fretilin","opposing",50
1976,"Sudan","Islamic Charter Front","opposing",50
1976,"Bangladesh","JSS/SB","opposing",50
1976,"Myanmar (Burma)","KIO","opposing",50
1976,"Myanmar (Burma)","KNU","opposing",50
1976,"Lebanon","LAA","opposing",50
1976,"Lebanon","LNM","opposing",50
1976,"Myanmar (Burma)","LNUP","opposing",50
1976,"Philippines","MNLF","opposing",50
1976,"Argentina","Montoneros","opposing",50
1976,"Algeria","Morocco","opposingdirected",200
1976,"Indonesia","OPM","opposing",50
1976,"Zimbabwe (Rhodesia)","PF","opposing",50
1976,"United Kingdom","PIRA","opposing",50
1976,"Israel","PLO ","opposing",50
1976,"Algeria","POLISARIO","supportive",100
1976,"Mauritania","POLISARIO","opposing",50
1976,"Morocco","POLISARIO","opposing",50
1976,"Iraq","PUK","opposing",50
1976,"Israel","Rejectionist Front","opposing",50
1976,"Myanmar (Burma)","RPF","opposing",50
1976,"Myanmar (Burma)","SSRA","opposing",50
1976,"Myanmar (Burma)","SURA","opposing",50
1976,"South Africa","SWAPO","opposing",50
1976,"Ethiopia","TPLF","opposing",50
1976,"Angola","UNITA","opposing",50
1976,"Cuba","UNITA","opposingdirected",200
1976,"South Africa","UNITA","supportive",100
1976,"Cambodia (Kampuchea)","Vietnam","opposing",50
1976,"Ethiopia","WSLF","opposing",50
1976,"Zimbabwe (Rhodesia)","ZANU","opposing",50
1977,"Myanmar (Burma)","ALP","opposing",50
1977,"Cuba","Angola","supportive",100
1977,"Pakistan","BLF","opposing",50
1977,"Myanmar (Burma)","CPB","opposing",50
1977,"Philippines","CPP","opposing",50
1977,"Thailand","CPT","opposing",50
1977,"Morocco","DR Congo (Zaire)","supportive",100
1977,"Uganda","DR Congo (Zaire)","supportive",100
1977,"Ethiopia","EDU","opposing",50
1977,"Guatemala","EGP","opposing",50
1977,"Ethiopia","ELF","opposing",50
1977,"South Yemen","ELF","opposingdirected",200
1977,"Ethiopia","EPLF","opposing",50
1977,"South Yemen","EPLF","opposingdirected",200
1977,"Ethiopia","EPRP","opposing",50
1977,"Argentina","ERP","opposing",50
1977,"Cuba","Ethiopia","supportive",100
1977,"Somalia","Ethiopia","opposingdirected",200
1977,"South Yemen","Ethiopia","supportive",100
1977,"Chad","FAN","opposing",50
1977,"Chad","FAP","opposing",50
1977,"Guatemala","FAR II","opposing",50
1977,"Colombia","FARC","opposing",50
1977,"DR Congo (Zaire)","FLNC","opposing",50
1977,"Morocco","FLNC","opposingdirected",200
1977,"Uganda","FLNC","opposingdirected",200
1977,"Angola","FNLA","opposing",50
1977,"Cuba","FNLA","opposingdirected",200
1977,"Indonesia","Fretilin","opposing",50
1977,"Nicaragua","FSLN","opposing",50
1977,"Bangladesh","JSS/SB","opposing",50
1977,"Iraq","KDP-QM","opposing",50
1977,"Myanmar (Burma)","KIO","opposing",50
1977,"Myanmar (Burma)","KNU","opposing",50
1977,"Myanmar (Burma)","LNUP","opposing",50
1977,"Philippines","MNLF","opposing",50
1977,"Argentina","Montoneros","opposing",50
1977,"Ethiopia","OLF","opposing",50
1977,"Indonesia","OPM","opposing",50
1977,"Zimbabwe (Rhodesia)","PF","opposing",50
1977,"United Kingdom","PIRA","opposing",50
1977,"Israel","PLO ","opposing",50
1977,"Mauritania","POLISARIO","opposing",50
1977,"Morocco","POLISARIO","opposing",50
1977,"Iraq","PUK","opposing",50
1977,"Israel","Rejectionist Front","opposing",50
1977,"Mozambique","Renamo","opposing",50
1977,"Myanmar (Burma)","RPF","opposing",50
1977,"Ethiopia","SALF","opposing",50
1977,"Cuba","Somalia","opposingdirected",200
1977,"Ethiopia","Somalia","opposing",50
1977,"South Yemen","Somalia","opposingdirected",200
1977,"Myanmar (Burma)","SURA","opposing",50
1977,"South Africa","SWAPO","opposing",50
1977,"Cambodia (Kampuchea)","Thailand","opposing",50
1977,"Angola","UNITA","opposing",50
1977,"Cuba","UNITA","opposingdirected",200
1977,"Cambodia (Kampuchea)","Vietnam","opposing",50
1977,"Cuba","WSLF","opposingdirected",200
1977,"Ethiopia","WSLF","opposing",50
1977,"Somalia","WSLF","supportive",100
1977,"South Yemen","WSLF","opposingdirected",200
1978,"Cuba","Angola","supportive",100
1978,"Vietnam","Cambodia (Kampuchea)","opposingdirected",200
1978,"France","Chad","supportive",100
1978,"Myanmar (Burma)","CPB","opposing",50
1978,"Philippines","CPP","opposing",50
1978,"Thailand","CPT","opposing",50
1978,"Ethiopia","EDU","opposing",50
1978,"Guatemala","EGP","opposing",50
1978,"Ethiopia","ELF","opposing",50
1978,"South Yemen","ELF","opposingdirected",200
1978,"Ethiopia","EPLF","opposing",50
1978,"South Yemen","EPLF","opposingdirected",200
1978,"Spain","ETA","opposing",50
1978,"Cuba","Ethiopia","supportive",100
1978,"South Yemen","Ethiopia","supportive",100
1978,"Chad","FAP","opposing",50
1978,"France","FAP","opposingdirected",200
1978,"Guatemala","FAR II","opposing",50
1978,"Colombia","FARC","opposing",50
1978,"DR Congo (Zaire)","FLNC","opposing",50
1978,"Angola","FNLA","opposing",50
1978,"Cuba","FNLA","opposingdirected",200
1978,"Indonesia","Fretilin","opposing",50
1978,"Nicaragua","FSLN","opposing",50
1978,"Bangladesh","JSS/SB","opposing",50
1978,"Iraq","KDP-QM","opposing",50
1978,"Myanmar (Burma)","KIO","opposing",50
1978,"Myanmar (Burma)","KNU","opposing",50
1978,"Cambodia (Kampuchea)","KNUFNS","opposing",50
1978,"Vietnam","KNUFNS","supportive",100
1978,"Myanmar (Burma)","LNUP","opposing",50
1978,"Colombia","M-19","opposing",50
1978,"Philippines","MNLF","opposing",50
1978,"Ethiopia","OLF","opposing",50
1978,"Indonesia","OPM","opposing",50
1978,"Afghanistan","PDPA","opposing",50
1978,"Zimbabwe (Rhodesia)","PF","opposing",50
1978,"United Kingdom","PIRA","opposing",50
1978,"Israel","PLO ","opposing",50
1978,"Mauritania","POLISARIO","opposing",50
1978,"Morocco","POLISARIO","opposing",50
1978,"Iraq","PUK","opposing",50
1978,"Israel","Rejectionist Front","opposing",50
1978,"Mozambique","Renamo","opposing",50
1978,"Myanmar (Burma)","RPF","opposing",50
1978,"Ethiopia","SALF","opposing",50
1978,"Cuba","Somalia","opposingdirected",200
1978,"Ethiopia","Somalia","opposing",50
1978,"South Yemen","Somalia","opposingdirected",200
1978,"Myanmar (Burma)","SURA","opposing",50
1978,"South Africa","SWAPO","opposing",50
1978,"Cambodia (Kampuchea)","Thailand","opposing",50
1978,"Ethiopia","TPLF","opposing",50
1978,"Tanzania","Uganda","opposing",50
1978,"Angola","UNITA","opposing",50
1978,"Cuba","UNITA","opposingdirected",200
1978,"China","Vietnam","opposing",50
1978,"Cuba","WSLF","opposingdirected",200
1978,"Ethiopia","WSLF","opposing",50
1978,"South Yemen","WSLF","opposingdirected",200
1979,"Cuba","Angola","supportive",100
1979,"Iran","APCO","opposing",50
1979,"Laos","Cambodia (Kampuchea)","supportive",100
1979,"Vietnam","Cambodia (Kampuchea)","supportive",100
1979,"Vietnam","Cambodia (Kampuchea)","opposingdirected",200
1979,"Myanmar (Burma)","CPB","opposing",50
1979,"Philippines","CPP","opposing",50
1979,"Thailand","CPT","opposing",50
1979,"Guatemala","EGP","opposing",50
1979,"Ethiopia","ELF","opposing",50
1979,"Ethiopia","EPLF","opposing",50
1979,"El Salvador","ERP","opposing",50
1979,"Spain","ETA","opposing",50
1979,"Cuba","Ethiopia","supportive",100
1979,"Chad","FAN","opposing",50
1979,"Chad","FAP","opposing",50
1979,"Guatemala","FAR II","opposing",50
1979,"Colombia","FARC","opposing",50
1979,"Angola","FNLA","opposing",50
1979,"Cuba","FNLA","opposingdirected",200
1979,"El Salvador","FPL","opposing",50
1979,"Indonesia","Fretilin","opposing",50
1979,"Libya","Fronasa","opposingdirected",200
1979,"Tanzania","Fronasa","supportive",100
1979,"Uganda","Fronasa","opposing",50
1979,"Nicaragua","FSLN","opposing",50
1979,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan","opposing",50
1979,"Saudi Arabia","JSM","opposing",50
1979,"Bangladesh","JSS/SB","opposing",50
1979,"Iraq","KDP","opposing",50
1979,"Iran","KDPI","opposing",50
1979,"Libya","Kikosi Maalum","opposingdirected",200
1979,"Tanzania","Kikosi Maalum","supportive",100
1979,"Uganda","Kikosi Maalum","opposing",50
1979,"Myanmar (Burma)","KIO","opposing",50
1979,"Myanmar (Burma)","KNU","opposing",50
1979,"Cambodia (Kampuchea)","KNUFNS","opposing",50
1979,"Laos","KNUFNS","opposingdirected",200
1979,"Vietnam","KNUFNS","supportive",100
1979,"Vietnam","KNUFNS","opposingdirected",200
1979,"Cambodia (Kampuchea)","KPNLF","opposing",50
1979,"Laos","KPNLF","opposingdirected",200
1979,"Vietnam","KPNLF","supportive",100
1979,"Vietnam","KPNLF","opposingdirected",200
1979,"Cambodia (Kampuchea)","KR","opposing",50
1979,"Laos","KR","opposingdirected",200
1979,"Vietnam","KR","supportive",100
1979,"Vietnam","KR","opposingdirected",200
1979,"Myanmar (Burma)","LNUP","opposing",50
1979,"Colombia","M-19","opposing",50
1979,"Iran","MEK","opposing",50
1979,"Philippines","MNLF","opposing",50
1979,"Syria","Muslim Brotherhood","opposing",50
1979,"North Yemen","NDF","opposing",50
1979,"Guatemala","ORPA","opposing",50
1979,"Zimbabwe (Rhodesia)","PF","opposing",50
1979,"United Kingdom","PIRA","opposing",50
1979,"Israel","PLO ","opposing",50
1979,"Morocco","POLISARIO","opposing",50
1979,"Israel","Rejectionist Front","opposing",50
1979,"Mozambique","Renamo","opposing",50
1979,"Afghanistan","Russia (Soviet Union)","opposing",50
1979,"Ethiopia","SALF","opposing",50
1979,"North Yemen","South Yemen","opposing",50
1979,"Myanmar (Burma)","SURA","opposing",50
1979,"South Africa","SWAPO","opposing",50
1979,"India","TNV","opposing",50
1979,"Ethiopia","TPLF","opposing",50
1979,"Libya","Uganda","supportive",100
1979,"Tanzania","Uganda","opposingdirected",200
1979,"Angola","UNITA","opposing",50
1979,"Cuba","UNITA","opposingdirected",200
1979,"Libya","UNLF","opposingdirected",200
1979,"Tanzania","UNLF","supportive",100
1979,"Uganda","UNLF","opposing",50
1979,"China","Vietnam","opposing",50
1979,"Cuba","WSLF","opposingdirected",200
1979,"Ethiopia","WSLF","opposing",50
1980,"Russia (Soviet Union)","Afghanistan","supportive",100
1980,"Cuba","Angola","supportive",100
1980,"South Africa","Angola","opposingdirected",200
1980,"Iran","APCO","opposing",50
1980,"Vietnam","Cambodia (Kampuchea)","supportive",100
1980,"Libya","Chad","supportive",100
1980,"Myanmar (Burma)","CPB","opposing",50
1980,"Philippines","CPP","opposing",50
1980,"Thailand","CPT","opposing",50
1980,"Guatemala","EGP","opposing",50
1980,"Ethiopia","ELF","opposing",50
1980,"Ethiopia","EPLF","opposing",50
1980,"Spain","ETA","opposing",50
1980,"Cuba","Ethiopia","supportive",100
1980,"Cuba ","Ethiopia","supportive",100
1980,"Chad","FAN","opposing",50
1980,"Libya","FAN","opposingdirected",200
1980,"Guatemala","FAR II","opposing",50
1980,"Colombia","FARC","opposing",50
1980,"El Salvador","FMLN","opposing",50
1980,"Indonesia","Fretilin","opposing",50
1980,"Tanzania","FUNA","opposingdirected",200
1980,"Uganda","FUNA","opposing",50
1980,"Afghanistan","Harakat-i Inqilab-i Islami-yi Afghanistan","opposing",50
1980,"Russia (Soviet Union)","Harakat-i Inqilab-i Islami-yi Afghanistan","opposingdirected",200
1980,"Afghanistan","Hizb-i Islami-yi Afghanistan","opposing",50
1980,"Russia (Soviet Union)","Hizb-i Islami-yi Afghanistan","opposingdirected",200
1980,"Afghanistan","Hizb-i Islami-yi Afghanistan-Khalis faction","opposing",50
1980,"Russia (Soviet Union)","Hizb-i Islami-yi Afghanistan-Khalis faction","opposingdirected",200
1980,"Iran","Iraq","opposing",50
1980,"Afghanistan","Jabha-yi Nijat-i Milli-yi Afghanistan","opposing",50
1980,"Russia (Soviet Union)","Jabha-yi Nijat-i Milli-yi Afghanistan","opposingdirected",200
1980,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan","opposing",50
1980,"Russia (Soviet Union)","Jam'iyyat-i Islami-yi Afghanistan","opposingdirected",200
1980,"Bangladesh","JSS/SB","opposing",50
1980,"Iraq","KDP","opposing",50
1980,"Iran","KDPI","opposing",50
1980,"Myanmar (Burma)","KIO","opposing",50
1980,"Myanmar (Burma)","KNU","opposing",50
1980,"Cambodia (Kampuchea)","KPNLF","opposing",50
1980,"Vietnam","KPNLF","opposingdirected",200
1980,"Cambodia (Kampuchea)","KR","opposing",50
1980,"Vietnam","KR","opposingdirected",200
1980,"Myanmar (Burma)","LNUP","opposing",50
1980,"Afghanistan","Mahaz-i Milli-yi Islami-yi Afghanistan","opposing",50
1980,"Russia (Soviet Union)","Mahaz-i Milli-yi Islami-yi Afghanistan","opposingdirected",200
1980,"Iran","MEK","opposing",50
1980,"Liberia","Military faction (forces of Samuel Doe)","opposing",50
1980,"Philippines","MNLF","opposing",50
1980,"Syria","Muslim Brotherhood","opposing",50
1980,"North Yemen","NDF","opposing",50
1980,"Cuba","OLF","opposingdirected",200
1980,"Ethiopia","OLF","opposing",50
1980,"Guatemala","ORPA","opposing",50
1980,"United Kingdom","PIRA","opposing",50
1980,"Israel","PLO ","opposing",50
1980,"Morocco","POLISARIO","opposing",50
1980,"Iraq","PUK","opposing",50
1980,"Israel","Rejectionist Front","opposing",50
1980,"Mozambique","Renamo","opposing",50
1980,"Tunisia","Résistance Armée Tunisienne","opposing",50
1980,"Cuba","SALF","opposingdirected",200
1980,"Ethiopia","SALF","opposing",50
1980,"Cuba ","Somalia","opposingdirected",200
1980,"Ethiopia","Somalia","opposing",50
1980,"Myanmar (Burma)","SURA","opposing",50
1980,"South Africa","SWAPO","opposing",50
1980,"India","TNV","opposing",50
1980,"Ethiopia","TPLF","opposing",50
1980,"Tanzania","Uganda","supportive",100
1980,"Angola","UNITA","opposing",50
1980,"Cuba","UNITA","opposingdirected",200
1980,"South Africa","UNITA","supportive",100
1980,"China","Vietnam","opposing",50
1980,"Cuba","WSLF","opposingdirected",200
1980,"Ethiopia","WSLF","opposing",50
1981,"Russia (Soviet Union)","Afghanistan","supportive",100
1981,"South Africa","ANC","opposing",50
1981,"Cuba","Angola","supportive",100
1981,"South Africa","Angola","opposingdirected",200
1981,"Vietnam","Cambodia (Kampuchea)","supportive",100
1981,"Libya","Chad","supportive",100
1981,"Myanmar (Burma)","CPB","opposing",50
1981,"Malaysia","CPM","opposing",50
1981,"Philippines","CPP","opposing",50
1981,"Thailand","CPT","opposing",50
1981,"Guatemala","EGP","opposing",50
1981,"Ethiopia","EPLF","opposing",50
1981,"Spain","ETA","opposing",50
1981,"Cuba","Ethiopia","supportive",100
1981,"Chad","FAN","opposing",50
1981,"Libya","FAN","opposingdirected",200
1981,"Guatemala","FAR I","opposing",50
1981,"Guatemala","FAR II","opposing",50
1981,"Colombia","FARC","opposing",50
1981,"El Salvador","FMLN","opposing",50
1981,"Indonesia","Fretilin","opposing",50
1981,"Tanzania","FUNA","opposingdirected",200
1981,"Uganda","FUNA","opposing",50
1981,"Senegal","Gambia","supportive",100
1981,"Afghanistan","Harakat-i Inqilab-i Islami-yi Afghanistan","opposing",50
1981,"Russia (Soviet Union)","Harakat-i Inqilab-i Islami-yi Afghanistan","opposingdirected",200
1981,"Afghanistan","Hizb-i Islami-yi Afghanistan","opposing",50
1981,"Russia (Soviet Union)","Hizb-i Islami-yi Afghanistan","opposingdirected",200
1981,"Afghanistan","Hizb-i Islami-yi Afghanistan-Khalis faction","opposing",50
1981,"Russia (Soviet Union)","Hizb-i Islami-yi Afghanistan-Khalis faction","opposingdirected",200
1981,"Iran","Iraq","opposing",50
1981,"Afghanistan","Ittihad-i Islami Bara-yi Azadi-yi Afghanistan","opposing",50
1981,"Russia (Soviet Union)","Ittihad-i Islami Bara-yi Azadi-yi Afghanistan","opposingdirected",200
1981,"Afghanistan","Jabha-yi Nijat-i Milli-yi Afghanistan","opposing",50
1981,"Russia (Soviet Union)","Jabha-yi Nijat-i Milli-yi Afghanistan","opposingdirected",200
1981,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan","opposing",50
1981,"Russia (Soviet Union)","Jam'iyyat-i Islami-yi Afghanistan","opposingdirected",200
1981,"Bangladesh","JSS/SB","opposing",50
1981,"Iraq","KDP","opposing",50
1981,"Iran","KDPI","opposing",50
1981,"Myanmar (Burma)","KIO","opposing",50
1981,"Myanmar (Burma)","KNU","opposing",50
1981,"Cambodia (Kampuchea)","KPNLF","opposing",50
1981,"Vietnam","KPNLF","opposingdirected",200
1981,"Cambodia (Kampuchea)","KR","opposing",50
1981,"Vietnam","KR","opposingdirected",200
1981,"Myanmar (Burma)","LNUP","opposing",50
1981,"Colombia","M-19","opposing",50
1981,"Afghanistan","Mahaz-i Milli-yi Islami-yi Afghanistan","opposing",50
1981,"Russia (Soviet Union)","Mahaz-i Milli-yi Islami-yi Afghanistan","opposingdirected",200
1981,"Iran","MEK","opposing",50
1981,"Ghana","Military faction (forces of Jerry John Rawlings)","opposing",50
1981,"Philippines","MNLF","opposing",50
1981,"Syria","Muslim Brotherhood","opposing",50
1981,"North Yemen","NDF","opposing",50
1981,"Tanzania","NRA","opposingdirected",200
